0	0	9.609510719394602E-6	0.0023159480932452496	0.030507097449592867	0.09144820616466702	1.432543745525849E-5	0.030638326181632407	0.6318599862641285	1.2164399907720683E-5	0.1692227685210976	0.04395977160029935	1.1796377254561893E-5
1	1	1.4638719094539056E-5	0.6437312315860754	0.015454258527289962	0.012667008254974058	0.014715011300995985	0.11477488312691464	0.06743019977499352	0.02194170093108051	0.08100204076639005	0.028251056913816488	1.7970098374958725E-5
2	2	0.0075334276056465725	0.010808191706600679	0.07302021091779472	0.02330586429964684	0.009319238924213206	0.018334739875101477	0.008133403004396772	0.0015925453409607316	0.05767354430637649	0.7433251758053325	0.046953658213929855
3	3	8.563303036861801E-6	0.8797257940669388	0.03168795546421767	0.018324395995485257	0.02961833884565698	1.642460358965465E-5	1.6445239955337375E-5	0.0061502445853385155	0.03142181842168293	0.0030195073932940456	1.051208080387274E-5
4	4	1.5195108643774947E-5	0.10872902072983212	0.011199852028592328	0.02234786382081244	0.02035818335960722	0.2718958289565129	0.421507273376568	0.0017138626421979498	0.017506116920145903	0.1002570946294605	0.024469708427626934
5	5	0.004769880070638941	8.582461857274711E-5	0.7808890504472926	0.12582711686833498	6.319268473500024E-5	8.130434828365291E-5	8.140650151089023E-5	5.3659868381672995E-5	0.003587851584647813	0.07505369579758145	0.009507017210020185
6	6	3.304017289781356E-5	0.012174063148642061	0.001191366705413373	0.25757333947286337	4.925484181034075E-5	0.49751006091458666	6.34514006022496E-5	4.1824593143755735E-5	0.2117767606823876	0.018493481613153742	0.001093356454499067
7	7	1.1121505319417495E-5	2.2517245688077245E-5	0.002881662304436763	5.534394034857547E-5	0.018975769346623043	0.2980527088760002	0.007108905716996219	1.4078389861014722E-5	0.6253542668950614	0.047509973318451026	1.3652461214459293E-5
8	8	0.021133811421237055	0.20250945293489298	0.0058445588681666745	0.08525595341116914	0.019197724897419187	6.246758704001492E-4	0.03430606188295881	0.005519606479304148	0.6094605767515276	0.01613971335139724	7.864131526877732E-6
9	9	1.1208893240536111E-5	2.269417634930371E-5	2.2559071894211376E-4	0.06541641081861826	1.6709726826766655E-5	0.18145975606763742	0.02395137479357211	1.4189011686686423E-5	0.20560249991610483	0.5227300632554165	5.495026216055548E-4
10	10	0.056520934119198146	0.7874572281738269	3.601929652082975E-4	8.071286911544036E-4	0.005198137244340814	0.002441624431175087	0.007739829191870374	8.770071244875204E-6	0.13922231296733756	2.3533740378167285E-4	8.504740861756012E-6
11	11	5.945087001020182E-6	0.23566940072620052	0.34261845659881707	0.2925175024997514	0.051914102003473864	0.04111883687422112	0.005031449405274534	9.547016127376608E-4	0.02086747242457033	0.009294834738830781	7.2980291216787626E-6
